Country,Population,Birth_Rate,Life_expectancy,Latitude,Longitude,continent,date,total_cases,total_deaths,total_vaccinations,total_tests,new_cases,2022_Population,2020_Population,Rank,Growth_Rate,Area,Density
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,12/31/2020,2660676,64644,2357,35894323,19927,64626628,64480053,23,1.0015,551695,117.1419
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,12/31/2020,2107166,74159,40776,26598607,23477,59037474,59500579,25,0.9966,301336,195.9191
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,12/31/2020,423262,3325,991808,8063689,6678,9038309,8757489,98,1.0155,20770,435.1617
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,12/31/2020,138850,4838,2339,3382488,932,10384971,10512232,90,0.9942,131990,78.68
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,12/31/2020,141955,1796,9755,1641915,2468,2750055,2820267,141,0.9869,65300,42.1142
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,12/31/2020,590249,16685,98442,17965095,6995,38454327,37888705,39,1.0078,9984670,3.8513
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,12/31/2020,163479,1298,31841,10540241,2249,5882261,5825641,115,1.0048,43094,136.4984
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,12/31/2020,413678,6906,32749,5681817,7627,10270865,10298192,92,0.9981,92090,111.5307
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,12/31/2020,92675,352,58643,2355313,250,1472233,1477469,154,1.0061,765,1924.4876
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,12/31/2020,20193136,351754,5642845,257826914,312007,338289857,335942003,3,1.0038,9372610,36.0935
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,12/31/2020,27990,229,2475,640668,734,1326062,1329444,156,0.998,45227,29.3201
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,1/1/2021,596582,16764,105404,18097623,6333,38454327,37888705,39,1.0078,9984670,3.8513
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,1/1/2021,145430,1837,9755,1646589,3475,2750055,2820267,141,0.9869,65300,42.1142
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,1/1/2021,139447,4881,2603,3411127,597,10384971,10512232,90,0.9942,131990,78.68
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,1/1/2021,20365512,353948,5743116,259084047,172376,338289857,335942003,3,1.0038,9372610,36.0935
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,1/1/2021,2245,44,0,21006,24,39327,38756,216,1.0074,160,245.7937
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,1/1/2021,636201,15841,11656,4813406,3938,19659267,19442038,64,1.0171,238391,82.4665
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,1/1/2021,452296,7948,6390,3298476,0,8740472,8638613,101,1.0056,41284,211.7157
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,1/1/2021,92913,352,59351,2366275,238,1472233,1477469,154,1.0061,765,1924.4876
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,1/1/2021,28406,234,2475,643010,416,1326062,1329444,156,0.998,45227,29.3201
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,1/1/2021,165930,1322,33917,10572262,2451,5882261,5825641,115,1.0048,43094,136.4984
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,1/1/2021,2680034,64777,3501,35927542,19358,64626628,64480053,23,1.0015,551695,117.1419
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,1/1/2021,648289,19581,971,6978829,1793,11655930,11561717,81,1.0038,30528,381.8111
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,1/1/2021,420629,6972,32749,5695754,6951,10270865,10298192,92,0.9981,92090,111.5307
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,1/1/2021,428510,3356,1063207,8163922,5248,9038309,8757489,98,1.0155,20770,435.1617
Bulgaria,"6,975,761",8.9,74.9,42.733883,25.48583,Europe,1/1/2021,202540,7604,4739,1155283,274,6781953,6979175,108,0.9849,110879,61.1654
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,1/1/2021,49803,436,2436,2744413,236,5434319,5379839,120,1.0058,323802,16.7828
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,1/1/2021,41615,644,2339,880975,711,1850651,1897052,151,0.9876,64559,28.666
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,1/1/2021,123950,2728,11642,679915,1798,2119844,2117641,148,1.0002,20273,104.5649
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,1/1/2021,612564,16660,8649,6494042,3591,19603733,19300315,65,1.0057,756102,25.9274
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,1/1/2021,2129376,74621,52042,26756131,22210,59037474,59500579,25,0.9966,301336,195.9191
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,1/2/2021,423870,7045,32750,5728465,3241,10270865,10298192,92,0.9981,92090,111.5307
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,1/2/2021,20647879,356547,6007277,260203309,282367,338289857,335942003,3,1.0038,9372610,36.0935
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,1/2/2021,139709,4921,3149,3415925,262,10384971,10512232,90,0.9942,131990,78.68
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,1/2/2021,615902,16724,8649,6540220,3338,19603733,19300315,65,1.0057,756102,25.9274
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,1/2/2021,649169,19644,994,6997505,880,11655930,11561717,81,1.0038,30528,381.8111
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,1/2/2021,2683500,64933,3846,36157513,3466,64626628,64480053,23,1.0015,551695,117.1419
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,1/2/2021,2141201,74985,91109,26823305,11825,59037474,59500579,25,0.9966,301336,195.9191
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,1/2/2021,124343,2774,12046,682219,393,2119844,2117641,148,1.0002,20273,104.5649
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,1/2/2021,28789,241,2505,646528,383,1326062,1329444,156,0.998,45227,29.3201
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,1/2/2021,452296,8009,6394,3314422,0,8740472,8638613,101,1.0056,41284,211.7157
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,1/2/2021,434799,3392,1134912,8240411,6289,9038309,8757489,98,1.0155,20770,435.1617
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,1/2/2021,637395,15919,13242,4817844,1194,19659267,19442038,64,1.0171,238391,82.4665
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,1/2/2021,602396,16877,110048,18229970,5814,38454327,37888705,39,1.0078,9984670,3.8513
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,1/2/2021,2259,44,0,21076,14,39327,38756,216,1.0074,160,245.7937
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,1/2/2021,167541,1345,41710,10645716,1611,5882261,5825641,115,1.0048,43094,136.4984
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,1/2/2021,146937,1888,9755,1653707,1507,2750055,2820267,141,0.9869,65300,42.1142
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,1/2/2021,1312780,29058,50391,7015830,7006,39857145,38428366,37,1.0404,312679,127.4698
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,1/2/2021,93184,352,60097,2374156,271,1472233,1477469,154,1.0061,765,1924.4876
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,1/2/2021,41929,668,2341,883473,314,1850651,1897052,151,0.9876,64559,28.666
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,1/2/2021,50266,436,2454,2759764,463,5434319,5379839,120,1.0058,323802,16.7828
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,1/3/2021,1318562,29119,50833,7045448,5782,39857145,38428366,37,1.0404,312679,127.4698
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,1/3/2021,427254,7118,32750,5749331,3384,10270865,10298192,92,0.9981,92090,111.5307
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,1/3/2021,441542,3416,1284602,8319493,6743,9038309,8757489,98,1.0155,20770,435.1617
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,1/3/2021,2155446,75332,126978,26926279,14245,59037474,59500579,25,0.9966,301336,195.9191
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,1/3/2021,168711,1374,46840,10711339,1170,5882261,5825641,115,1.0048,43094,136.4984
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,1/3/2021,140099,4957,3869,3424429,390,10384971,10512232,90,0.9942,131990,78.68
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,1/3/2021,148202,1938,9755,1659108,1265,2750055,2820267,141,0.9869,65300,42.1142
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,1/3/2021,29131,244,2523,649982,342,1326062,1329444,156,0.998,45227,29.3201
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,1/3/2021,20851885,357984,6145998,261255166,204006,338289857,335942003,3,1.0038,9372610,36.0935
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,1/3/2021,50716,436,2495,2775074,450,5434319,5379839,120,1.0058,323802,16.7828
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,1/3/2021,452296,8085,6398,3326780,0,8740472,8638613,101,1.0056,41284,211.7157
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,1/3/2021,640429,15979,13596,4827673,3034,19659267,19442038,64,1.0171,238391,82.4665
Sweden,"10,285,453",11.4,82.5,60.128161,18.643501,Europe,1/3/2021,437379,8727,2477,4266934,0,10549347,10368969,87,1.0079,450295,23.4276
Germany,"83,132,799",9.5,80.9,51.165691,10.451526,Europe,1/3/2021,1783896,34791,303758,36018636,10356,83369843,83328988,19,0.9995,357114,233.4544
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,1/3/2021,650011,19701,1027,7015302,842,11655930,11561717,81,1.0038,30528,381.8111
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,1/3/2021,93478,352,60689,2382934,294,1472233,1477469,154,1.0061,765,1924.4876
Costa Rica,"5,047,561",13.97,80.1,9.748917,-83.753428,North America,1/3/2021,169321,2185,2455,434647,0,5180829,5123105,124,1.0052,51100,101.3861
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,1/3/2021,2282,44,0,21136,23,39327,38756,216,1.0074,160,245.7937
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,1/3/2021,2695989,65049,4259,36204686,12489,64626628,64480053,23,1.0015,551695,117.1419
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,1/3/2021,212958,4072,12285,1032091,696,4030358,4096868,130,0.9927,56594,71.2153
Finland,"5,520,314",8.6,81.7,61.92411,25.748151,Europe,1/3/2021,37009,605,67,2525593,205,5540745,5529468,118,1.0009,338424,16.3722
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,1/3/2021,612021,16998,115256,18342575,9625,38454327,37888705,39,1.0078,9984670,3.8513
Slovakia,"5,454,073",10.6,77.2,48.669026,19.699024,Europe,1/3/2021,289150,2317,30160,3275927,1745,5643453,5456681,116,1.0359,49037,115.0856
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,1/3/2021,618191,16767,8649,6570004,2289,19603733,19300315,65,1.0057,756102,25.9274
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,1/3/2021,42497,680,2345,889369,568,1850651,1897052,151,0.9876,64559,28.666
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,1/3/2021,125086,2803,12602,684260,743,2119844,2117641,148,1.0002,20273,104.5649
Mexico,"126,014,024",17.6,75,23.634501,-102.552784,North America,1/4/2021,1455219,127757,43960,3534435,6464,127504125,125998302,10,1.0063,1964375,64.9082
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,1/4/2021,650887,19750,1093,7055777,876,11655930,11561717,81,1.0038,30528,381.8111
Argentina,"44,938,712",17.02,76.5,-38.416097,-63.616672,South America,1/4/2021,1648940,43634,39599,5242386,8222,45510318,45036032,33,1.0052,2780400,16.3683
Denmark,"5,818,553",10.6,81,56.26392,9.501785,Europe,1/4/2021,170787,1389,49163,10818700,2076,5882261,5825641,115,1.0048,43094,136.4984
Spain,"47,076,781",7.9,83.3,40.463667,-3.74922,Europe,1/4/2021,1958844,51078,82834,23214342,30579,47558630,47363807,30,1.0015,505992,93.9909
Norway,"5,347,896",10.4,82.8,60.472024,8.468946,Europe,1/4/2021,51245,449,2533,2813027,529,5434319,5379839,120,1.0058,323802,16.7828
Bahrain,"1,501,635",13.99,77.2,26.0667,50.5577,Asia,1/4/2021,93766,352,61612,2393449,288,1472233,1477469,154,1.0061,765,1924.4876
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,1/4/2021,43118,692,3054,894919,621,1850651,1897052,151,0.9876,64559,28.666
Lithuania,"2,786,844",10,75.7,55.169438,23.881275,Europe,1/4/2021,149579,1975,9756,1671570,1377,2750055,2820267,141,0.9869,65300,42.1142
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,1/4/2021,1322947,29161,92220,7070884,4385,39857145,38428366,37,1.0404,312679,127.4698
Romania,"19,356,544",9.6,75.4,45.943161,24.96676,Europe,1/4/2021,643559,16057,25508,4837361,3130,19659267,19442038,64,1.0171,238391,82.4665
Liechtenstein,"38,019",9.9,83,47.1410392,9.520935,Europe,1/4/2021,2301,46,2,21412,19,39327,38756,216,1.0074,160,245.7937
Slovenia,"2,087,946",9.4,81,46.151241,14.995463,Europe,1/4/2021,125858,2838,13693,690226,772,2119844,2117641,148,1.0002,20273,104.5649
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,1/4/2021,621738,17245,138858,18430711,9717,38454327,37888705,39,1.0078,9984670,3.8513
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,1/4/2021,21037391,359964,6802706,262665006,185506,338289857,335942003,3,1.0038,9372610,36.0935
France,"67,059,887",11.3,82.5,46.227638,2.213749,Europe,1/4/2021,2700011,65427,6335,36632331,4022,64626628,64480053,23,1.0015,551695,117.1419
Estonia,"1,331,824",10.9,78.2,58.595272,25.013607,Europe,1/4/2021,29521,251,3165,653876,390,1326062,1329444,156,0.998,45227,29.3201
Greece,"10,716,322",8.1,81.3,39.074208,21.824312,Europe,1/4/2021,140526,5011,10327,3432711,427,10384971,10512232,90,0.9942,131990,78.68
Switzerland,"8,574,832",10,83.6,46.818188,8.227512,Europe,1/4/2021,461961,8153,10072,3356194,9665,8740472,8638613,101,1.0056,41284,211.7157
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,1/4/2021,448173,3445,1436734,8430124,6631,9038309,8757489,98,1.0155,20770,435.1617
Portugal,"10,269,417",8.5,81.3,39.399872,-8.224454,Europe,1/4/2021,431623,7196,33670,5794406,4369,10270865,10298192,92,0.9981,92090,111.5307
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,1/4/2021,620641,16767,9054,6595501,2450,19603733,19300315,65,1.0057,756102,25.9274
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,1/4/2021,2166244,75680,196600,27004272,10798,59037474,59500579,25,0.9966,301336,195.9191
Latvia,"1,912,789",10,74.7,56.879635,24.603189,Europe,1/5/2021,43942,722,3951,907271,824,1850651,1897052,151,0.9876,64559,28.666
Italy,"60,297,396",7.3,82.9,41.87194,12.56738,Europe,1/5/2021,2181619,76329,276851,27139378,15375,59037474,59500579,25,0.9966,301336,195.9191
Israel,"9,053,300",20.8,82.8,31.046051,34.851612,Asia,1/5/2021,456139,3496,1561866,8545640,7966,9038309,8757489,98,1.0155,20770,435.1617
Croatia,"4,067,500",9,78.1,45.1,15.2,Europe,1/5/2021,214390,4179,13798,1041678,1071,4030358,4096868,130,0.9927,56594,71.2153
United States,"328,239,523",11.6,78.5,37.09024,-95.712891,North America,1/5/2021,21267192,363568,7633414,264638798,229801,338289857,335942003,3,1.0038,9372610,36.0935
Belgium,"11,484,055",10.3,81.6,50.503887,4.469936,Europe,1/5/2021,652735,19827,2879,7116375,1848,11655930,11561717,81,1.0038,30528,381.8111
Chile,"18,952,038",12.43,80,-35.675147,-71.542969,South America,1/5/2021,623101,16788,10497,6621318,2460,19603733,19300315,65,1.0057,756102,25.9274
United Arab Emirates,"9,770,529",10.33,77.8,23.424076,53.847818,Asia,1/5/2021,216699,685,826301,21583656,1967,9441129,9287289,97,1.0081,83600,112.9322
Poland,"37,970,874",10.2,77.6,51.919438,19.145136,Europe,1/5/2021,1330543,29502,140226,7119350,7596,39857145,38428366,37,1.0404,312679,127.4698
Canada,"36,991,981",10.1,81.9,56.130366,-106.346771,North America,1/5/2021,629266,17410,156683,18514140,7528,38454327,37888705,39,1.0078,9984670,3.8513
